"","GeoUID","Type","Region Name","Area (sq km)","Population","Dwellings","Households","CMA_UID","PR_UID","CSD_UID","CD_UID","v_CA21_1040: Prevalence of low income based on the Low-income measure, after tax (LIM-AT) (%)","v_CA21_1043: 0 to 17 years","v_CA21_1046: 0 to 5 years","v_CA21_1049: 18 to 64 years","v_CA21_1052: 65 years and over","v_CA21_1085: Prevalence of low income based on the Low-income cut-offs, after tax (LICO-AT) (%)","v_CA21_1088: 0 to 17 years","v_CA21_1091: 0 to 5 years","v_CA21_1094: 18 to 64 years","v_CA21_1097: 65 years and over","v_CA21_1140: Gini index on adjusted household total income","v_CA21_1141: Gini index on adjusted household market income","v_CA21_1142: Gini index on adjusted household after-tax income","v_CA21_8: Total - Age","v_CA21_251: 65 years and over","v_CA21_386: Average age","v_CA21_389: Average age"
"132","5350102.04","CT","0102.04",0.1013,706,311,290,"35535","","3520005","3520",8.4,NA,NA,9.6,12,5.2,NA,NA,6.4,6,0.401,0.457,0.335,705,105,39.3,38.4
"133","5350102.05","CT","0102.05",0.119,842,358,343,"35535","","3520005","3520",6.2,NA,NA,6.8,8,5.2,NA,NA,5.6,6,0.362,0.421,0.314,845,90,36.6,37.2
"134","5350103.00","CT","0103.00",0.8379,6195,2777,2646,"35535","","3520005","3520",6.6,5.2,5,6.6,8,4.7,3.4,3.2,5.1,4.6,0.39,0.443,0.326,6195,1440,44.8,45.2
"135","5350104.00","CT","0104.00",0.7373,5476,2135,2053,"35535","","3520005","3520",4.4,3.4,2.5,4.3,6.4,2.6,1.9,2,2.9,2.4,0.388,0.434,0.324,5475,760,39.7,41.6
"136","5350105.00","CT","0105.00",0.5507,4318,1921,1780,"35535","","3520005","3520",8,5.6,4.5,8.1,10.8,5.4,3.2,3,6.4,3.4,0.354,0.433,0.3,4320,600,40.2,40
"137","5350106.00","CT","0106.00",1.3787,3680,1427,1311,"35535","","3520005","3520",8.2,8,8,8,9.6,7.3,4.4,NA,8.3,5.2,0.291,0.412,0.259,3680,480,40.7,40.4
"138","5350107.00","CT","0107.00",0.7226,4851,1867,1734,"35535","","3520005","3520",8.5,8,5,7.2,15.2,5.4,4.8,2.5,5.8,4.4,0.284,0.404,0.25,4850,670,40.4,39.6
"139","5350108.00","CT","0108.00",0.7441,5829,2678,2460,"35535","","3520005","3520",17,16.8,17,15.7,24,11.1,7.2,6.4,12.7,7.6,0.326,0.492,0.288,5825,815,40.1,38.8
"140","5350109.00","CT","0109.00",0.6301,5470,2382,2225,"35535","","3520005","3520",7.8,7.2,5.6,6.6,15.2,6.1,4.6,3.6,6.6,5.2,0.328,0.436,0.287,5470,725,39.5,38
"141","5350110.00","CT","0110.00",0.5441,3491,1544,1412,"35535","","3520005","3520",10.4,7.6,8,9.8,15.8,7.1,4,4.5,8.1,5.6,0.32,0.431,0.278,3490,545,41.6,40.4
"142","5350111.00","CT","0111.00",0.4532,2442,950,903,"35535","","3520005","3520",6.6,4,5,5.3,14,3.6,2.4,4,4,2.8,0.293,0.414,0.253,2445,410,41.8,41.2
"143","5350112.00","CT","0112.00",0.5017,4761,1995,1843,"35535","","3520005","3520",8.5,7,6,7.7,13.8,5.4,3.6,3.6,6.3,3,0.308,0.42,0.268,4760,745,41.6,40
"144","5350113.00","CT","0113.00",0.3823,2521,1189,1041,"35535","","3520005","3520",8.5,7.6,8,8.8,8,7.1,3.6,3,8.4,4.5,0.394,0.481,0.331,2520,395,41.2,39.2
"145","5350114.00","CT","0114.00",0.6246,5164,2564,2331,"35535","","3520005","3520",12.4,6.2,3,9.3,25.8,6.8,3.6,2.5,8,6,0.45,0.545,0.383,5165,1275,45.2,43.6
"146","5350115.00","CT","0115.00",0.3777,4219,1737,1620,"35535","","3520005","3520",10.3,10,5,9,16,6.7,5.6,4,7.3,4.8,0.339,0.466,0.293,4220,1000,46.1,44.4
"147","5350116.00","CT","0116.00",0.6801,4445,1982,1834,"35535","","3520005","3520",11,11.4,9,10.2,13.6,8,8,6,8.4,6.2,0.453,0.526,0.386,4435,1085,45.5,42.8
"148","5350117.00","CT","0117.00",0.3983,2518,1416,1270,"35535","","3520005","3520",11.1,5.6,5,10.7,18,8.3,1.6,NA,10.6,4,0.504,0.554,0.432,2520,410,41.4,38.8
"149","5350118.00","CT","0118.00",0.6969,3995,2187,2018,"35535","","3520005","3520",9.3,9.6,6,10.6,7,7.3,5.2,2.5,9.6,3.8,0.572,0.624,0.498,3995,1285,48.8,50
"150","5350119.00","CT","0119.00",0.8489,4856,2782,2458,"35535","","3520005","3520",10.8,14.2,10,11.2,8.4,7.8,10,7,9.3,3.6,0.699,0.73,0.651,4855,1355,47.5,48.8
"151","5350120.00","CT","0120.00",0.2586,1418,679,629,"35535","","3520005","3520",7.6,5,NA,9.2,5,6.8,3,NA,8.8,5,0.506,0.534,0.443,1415,305,43,44.8
"152","5350121.00","CT","0121.00",0.2974,3183,2088,1759,"35535","","3520005","3520",9.9,11,12,10.7,8,7.7,11,12,9,4,0.553,0.589,0.487,3185,1025,49.9,50.8
"153","5350122.00","CT","0122.00",0.5338,6199,3791,3439,"35535","","3520005","3520",9.4,10,9.5,10.3,7.2,6.8,6.6,5,8.5,3.2,0.56,0.609,0.489,6200,1700,47.5,47.2
"154","5350123.00","CT","0123.00",0.075,2377,1484,1399,"35535","","3520005","3520",14.2,21,18,13,17.5,10.1,13,10,10.3,6,0.347,0.44,0.305,2375,355,41.9,36.8
"155","5350124.00","CT","0124.00",0.5514,5529,3605,3200,"35535","","3520005","3520",10.2,11.2,13,11,8.6,7.6,9.2,9,9.3,3.9,0.55,0.605,0.483,5530,1765,50.2,50.8
"156","5350125.00","CT","0125.00",1.1201,4270,1610,1540,"35535","","3520005","3520",5.8,6.2,4.5,6,4.4,4.8,5,3,5.3,2.6,0.549,0.566,0.496,4265,785,41.1,43.2
"157","5350126.00","CT","0126.00",1.4493,4164,1736,1672,"35535","","3520005","3520",5.8,5.2,6,5.7,7,3.7,2.4,3,4.5,2.8,0.445,0.488,0.38,4165,680,40.4,42.8
"158","5350127.00","CT","0127.00",0.7405,5293,2246,2127,"35535","","3520005","3520",5.6,3.2,4,5.9,8,4.2,2.6,3.6,4.8,3.8,0.415,0.458,0.351,5290,770,40,42
"159","5350128.02","CT","0128.02",0.5187,12611,8109,6896,"35535","","3520005","3520",15.4,15.8,15,15.3,15.8,11.3,9.6,9.6,12,7.6,0.436,0.5,0.379,12610,1775,40.1,35.2
"160","5350128.04","CT","0128.04",0.162,4772,3145,2936,"35535","","3520005","3520",16.4,16,14,11.7,31.6,9.4,12,9,9,9.6,0.396,0.485,0.347,4770,1070,45.6,42.4
"161","5350128.05","CT","0128.05",0.1816,1127,519,484,"35535","","3520005","3520",10.2,4,NA,11.2,12,8,NA,NA,9.2,8,0.459,0.507,0.392,1125,310,47.6,43.2
"162","5350128.06","CT","0128.06",0.0858,4870,3114,2867,"35535","","3520005","3520",15.1,14,9,14.8,18.8,11.5,9.6,5,12.3,7.6,0.349,0.436,0.312,4870,500,38.9,35.6
"163","5350129.00","CT","0129.00",0.9274,5642,2780,2565,"35535","","3520005","3520",8.1,7.6,6,8.4,7.2,6.1,5,3.6,7.1,3,0.521,0.565,0.451,5645,910,40.7,39.2
"164","5350130.00","CT","0130.00",1.279,3355,1349,1253,"35535","","3520005","3520",7.5,7.4,5,8.5,4.4,6.3,6.6,4,7.3,3.2,0.658,0.677,0.609,3355,675,43,46
"165","5350131.00","CT","0131.00",1.0444,5258,2503,2330,"35535","","3520005","3520",9,10.6,7,9.5,6.5,7.4,8,4.5,8.8,3.6,0.674,0.703,0.627,5260,1240,44.5,45.6
"166","5350132.00","CT","0132.00",0.9246,5350,2127,2010,"35535","","3520005","3520",7.7,7,6.4,7.9,8,5.4,4.4,5,6.2,4,0.526,0.578,0.459,5350,890,40.7,41.6
"167","5350133.00","CT","0133.00",0.6675,7082,3441,3237,"35535","","3520005","3520",13.2,14.1,13.2,11.8,16.8,8.4,9.8,9.5,8.9,5.4,0.482,0.576,0.415,7085,1535,44.3,44.4
"168","5350134.00","CT","0134.00",0.417,2911,1070,1020,"35535","","3520005","3520",5.4,5.2,5,5.1,7.6,4.7,4.4,3,4.8,4.8,0.406,0.441,0.345,2915,460,39.4,40
"169","5350135.00","CT","0135.00",0.7162,6782,3909,3431,"35535","","3520005","3520",12.5,10,9,13.2,12.2,8.8,7.7,7.2,10,4.2,0.461,0.523,0.393,6780,1040,40.4,38.4
"170","5350136.01","CT","0136.01",0.192,7267,4719,4263,"35535","","3520005","3520",16.8,18,15.6,16.3,19.2,11.3,11.8,11,12.1,5,0.378,0.475,0.334,7265,800,39.8,36.8
"171","5350136.02","CT","0136.02",0.2101,8740,6747,5167,"35535","","3520005","3520",19.9,21.2,18.5,17.5,35.2,13.3,12,12,13.9,10.4,0.397,0.49,0.35,8740,1015,38.7,34.4
"172","5350137.00","CT","0137.00",0.9142,6916,3639,3373,"35535","","3520005","3520",11.8,7.3,8,9.2,24.2,6.5,4.2,4,6.8,7.3,0.467,0.532,0.397,6915,1335,42.8,42.4
"173","5350138.00","CT","0138.00",0.9655,3010,1218,1134,"35535","","3520005","3520",8.6,9.2,12,9,7.2,6.2,6,8,7.4,2.8,0.613,0.634,0.555,3010,620,42.9,45.6
"174","5350139.01","CT","0139.01",0.7736,4316,2091,1965,"35535","","3520005","3520",9.8,9.6,9,10.4,7.8,7,7,4,7.8,4,0.543,0.581,0.468,4320,795,42.4,43.2
"175","5350139.02","CT","0139.02",0.5095,2440,945,887,"35535","","3520005","3520",5.5,4.8,NA,5.8,5,4.4,4,NA,5,2,0.587,0.608,0.523,2440,380,40.9,43.6
"176","5350140.00","CT","0140.00",0.572,2341,835,781,"35535","","3520005","3520",4.4,5.6,5,5,NA,4,4.4,NA,4.6,NA,0.505,0.525,0.452,2340,410,41.6,45.2
"177","5350141.01","CT","0141.01",0.5504,4493,1734,1663,"35535","","3520005","3520",5.2,3.8,3.2,5.8,5.6,4.2,2.8,2.5,5.2,2.4,0.412,0.45,0.349,4495,650,39.2,41.6
"178","5350141.02","CT","0141.02",0.6876,4653,1687,1621,"35535","","3520005","3520",4.7,4.6,5,5.1,3.2,3.4,3,2,3.9,1.6,0.419,0.454,0.352,4650,620,39.1,41.6
"179","5350142.00","CT","0142.00",1.0439,5589,2316,2176,"35535","","3520005","3520",6.6,4.6,4,5.7,12.8,4.1,3.1,1.2,4.4,4.4,0.547,0.58,0.469,5590,950,41.3,43.6
"180","5350150.00","CT","0150.00",1.071,4210,1659,1589,"35535","","3520005","3520",5.8,4.8,7.6,6,6.4,4.2,3,4.5,5.1,2.8,0.453,0.493,0.38,4210,715,40.9,42.8
"181","5350151.00","CT","0151.00",0.6388,3756,1580,1518,"35535","","3520005","3520",19,21.8,19.5,15.9,28.4,9.6,9.8,11,9.6,8.8,0.405,0.568,0.354,3760,500,38.7,39.6
"182","5350152.00","CT","0152.00",0.8517,4653,1847,1784,"35535","","3520005","3520",5.4,3.6,3.6,5.4,8.4,3.7,2.6,3.2,4.4,2,0.356,0.422,0.304,4650,645,40,41.2
"183","5350153.00","CT","0153.00",0.9311,4460,1761,1675,"35535","","3520005","3520",10.2,10.4,9.5,9.3,14,7.3,7,6,8,4.8,0.288,0.419,0.256,4460,670,41.5,41.2
"184","5350154.00","CT","0154.00",2.0905,6192,2905,2769,"35535","","3520005","3520",10.5,10.8,12,8.8,14.8,5.5,3.6,4,6.1,5.2,0.3,0.43,0.264,6195,1500,45.7,46
"185","5350155.00","CT","0155.00",0.8071,3080,1317,1240,"35535","","3520005","3520",20.9,25.2,25,18.4,26.4,12.1,11.2,13,13.2,8,0.336,0.541,0.298,3080,430,39.9,39.6
"186","5350156.01","CT","0156.01",0.6031,5700,2373,2288,"35535","","3520005","3520",24.4,28.5,29.6,18.5,39.8,12.2,12.6,16.5,12,12.6,0.309,0.522,0.278,5700,1030,40.4,39.6
"187","5350156.02","CT","0156.02",0.5874,2810,1120,1063,"35535","","3520005","3520",13.1,13.2,10,10,24.8,7.8,8.8,8,8,5.6,0.286,0.42,0.258,2805,460,41.6,41.6
"188","5350157.00","CT","0157.00",0.4606,2716,1117,1036,"35535","","3520005","3520",15.5,21.6,18,13.4,17.5,9.2,10.4,12,9.5,5,0.294,0.444,0.263,2715,320,38.7,37.6
"189","5350158.00","CT","0158.00",0.6353,3036,1421,1322,"35535","","3520005","3520",18.3,12,10,13.2,39.6,10.4,7.6,8,11.7,8.8,0.295,0.473,0.264,3035,605,43.4,43.2
"190","5350159.01","CT","0159.01",0.4925,3506,1403,1272,"35535","","3520005","3520",10.9,12.8,13,9.8,13.6,7.3,6.8,7,8.2,3.8,0.289,0.429,0.257,3505,570,41.5,40.8
"191","5350159.02","CT","0159.02",0.5785,4865,1899,1787,"35535","","3520005","3520",10,11.2,9,8.3,15.6,6.5,6.4,5,6.7,5.4,0.284,0.408,0.252,4865,755,41,40
"192","5350160.00","CT","0160.00",0.7312,3152,1235,1154,"35535","","3520005","3520",9.6,12.8,12,7.9,14,6.5,8,6,6.6,4.4,0.292,0.41,0.26,3150,470,41.1,40.4
"193","5350161.00","CT","0161.00",0.8113,6885,2723,2556,"35535","","3520005","3520",11.1,14.9,13.2,9.3,14.6,7.8,8.2,5.2,8.2,5.6,0.301,0.427,0.268,6885,1035,41,40.4
"194","5350162.00","CT","0162.00",0.5757,4846,2081,1908,"35535","","3520005","3520",11.1,10.2,7,9.2,19,6.3,4.8,4,6.7,6.6,0.292,0.432,0.258,4850,920,42.7,42
"195","5350163.00","CT","0163.00",0.4542,4308,1909,1743,"35535","","3520005","3520",10.8,11.2,12,9.3,16.4,7.1,5.8,7,8,4.8,0.35,0.46,0.304,4310,720,41.7,40.8
"196","5350164.00","CT","0164.00",0.6282,6002,2616,2423,"35535","","3520005","3520",9.2,8.4,6.8,8.6,12.4,6,4.2,2.4,7.2,3.2,0.337,0.452,0.293,6005,1005,41.3,40.4
"197","5350165.00","CT","0165.00",0.4849,4209,1999,1830,"35535","","3520005","3520",10.3,6.2,3.6,8.8,20.8,6.5,4,2,6.9,7.8,0.414,0.491,0.347,4205,690,40.7,40.4
"198","5350166.00","CT","0166.00",0.786,4024,1733,1624,"35535","","3520005","3520",8.9,6.6,8.5,9,11.6,5.9,3.6,5,7.4,4,0.513,0.557,0.444,4020,710,40.5,40.8
"199","5350167.01","CT","0167.01",0.1341,2446,1740,1540,"35535","","3520005","3520",14.5,22,18,13.2,15.2,8,17,16,9.4,4.4,0.434,0.521,0.374,2445,940,52.6,52.8
"200","5350167.02","CT","0167.02",0.6014,5745,3257,2878,"35535","","3520005","3520",13.4,13.2,15.2,12.1,20.6,8.1,6.8,8,9,4.8,0.42,0.524,0.36,5745,845,40.7,38
"201","5350168.00","CT","0168.00",0.5655,5674,2836,2565,"35535","","3520005","3520",16.7,10.2,10,12.3,37,9.6,6,6,10.6,9.4,0.376,0.523,0.327,5670,1105,42.8,41.6
"202","5350169.01","CT","0169.01",0.3781,3587,1571,1422,"35535","","3520005","3520",11,12.4,12,10.6,11.2,7.7,6.4,6,8.7,4.4,0.313,0.44,0.274,3585,570,42.1,42
"203","5350169.02","CT","0169.02",0.4378,7596,3426,3252,"35535","","3520005","3520",12.3,13.7,15.2,10.6,18,7.5,7,7.6,8.2,5.2,0.322,0.45,0.282,7595,1215,41.8,41.2
"204","5350170.00","CT","0170.00",1.0124,3407,1348,1266,"35535","","3520005","3520",10.1,10,10,9.1,14.2,7.9,6.4,6,8.8,5.6,0.288,0.424,0.259,3405,590,42.7,42
"205","5350171.00","CT","0171.00",0.61,3914,1572,1486,"35535","","3520005","3520",17.4,20.8,21,15,22.8,10.1,10.8,12,11,5.6,0.304,0.492,0.27,3915,775,42.4,41.6
"206","5350172.00","CT","0172.00",1.207,2505,1179,1087,"35535","","3520005","3520",19,24,26,17.4,19.5,11.4,11.6,13,12.3,6,0.368,0.557,0.323,2505,310,39.2,38.8
"207","5350173.00","CT","0173.00",0.5942,3586,1540,1400,"35535","","3520005","3520",19.2,26.4,29,16.5,20.4,11.8,12.2,12,12.6,6.8,0.29,0.475,0.26,3590,445,38.4,38.4
"208","5350174.00","CT","0174.00",1.0531,7062,2755,2621,"35535","","3520005","3520",12.4,16.4,18.5,10.3,17,6.7,8.2,9.5,6.8,4,0.263,0.423,0.237,7065,1230,41.9,41.2
"209","5350175.01","CT","0175.01",0.7906,5963,2565,2348,"35535","","3520005","3520",21,27.8,30.8,17.7,26.6,12.8,13.8,17,13.3,9.6,0.316,0.514,0.285,5960,990,41.1,40
"210","5350175.02","CT","0175.02",0.7229,8672,4253,3920,"35535","","3520005","3520",21.7,24.2,26.6,19.1,31.2,13.1,12.5,13.2,14.2,8.4,0.314,0.517,0.283,8670,1155,38.5,36.8
"211","5350176.00","CT","0176.00",1.0009,4261,1762,1651,"35535","","3520005","3520",9,11.6,11,8.4,8.4,6.3,6,4.5,6.8,4.8,0.317,0.425,0.279,4260,720,42,42.4
"212","5350180.00","CT","0180.00",0.6138,6462,3016,2753,"35535","","3520005","3520",17,19,20.4,15.6,22.6,10,6.6,7.2,11.4,7.6,0.322,0.497,0.286,6460,735,38.8,38.8
"213","5350181.01","CT","0181.01",0.5706,4382,1928,1824,"35535","","3520005","3520",6.8,4,1.6,6.3,12.8,5.2,2.6,1.6,6.4,3.8,0.315,0.395,0.275,4380,620,40.7,41.2
"214","5350181.02","CT","0181.02",0.6018,3546,1645,1554,"35535","","3520005","3520",12.6,8.8,8,8.9,29.2,6.2,2.8,3,7,6.8,0.337,0.465,0.296,3550,655,42.4,42.4
"215","5350182.00","CT","0182.00",0.7605,5407,2279,2141,"35535","","3520005","3520",7.1,5.4,3.2,6.9,10.6,4.1,2.4,1.6,4.9,3.2,0.327,0.407,0.281,5405,765,40.3,42
"216","5350183.01","CT","0183.01",0.5241,2623,1046,1003,"35535","","3520005","3520",6.4,4.8,NA,5.9,10,4.7,3.6,NA,5.7,2.4,0.358,0.451,0.303,2630,440,41.3,42.4
"217","5350183.02","CT","0183.02",0.4281,4035,1621,1574,"35535","","3520005","3520",6.6,4.6,6,6.3,10.4,3.3,1.8,3,3.9,3.2,0.332,0.416,0.282,4035,595,40.1,41.2
"218","5350184.01","CT","0184.01",0.4741,5008,2357,2228,"35535","","3520005","3520",15.7,16,18,11.4,27.6,7.5,6,6,8.2,6.8,0.377,0.514,0.329,5005,1040,43.1,43.2
"219","5350184.02","CT","0184.02",0.5571,3671,1706,1608,"35535","","3520005","3520",10.8,9.6,11,10.1,14.2,6.2,4.4,5,7.1,4.8,0.36,0.482,0.315,3675,630,42.9,43.6
"220","5350185.01","CT","0185.01",0.4992,6836,3480,3279,"35535","","3520005","3520",14.7,12,11.2,13.8,21,8.2,5.4,4.8,9.4,6.2,0.378,0.517,0.324,6835,1115,42,41.6
"221","5350185.02","CT","0185.02",1.1945,4244,2114,1998,"35535","","3520005","3520",14.6,16,16,13.2,18.4,8.5,7.8,6,9.3,6,0.378,0.501,0.328,4245,805,43.9,44.4
"222","5350186.00","CT","0186.00",1.8682,2382,950,915,"35535","","3520005","3520",6,5.2,4,6,7.2,4.2,3.6,NA,4.8,3.2,0.559,0.588,0.487,2380,450,42.4,45.6
"223","5350187.00","CT","0187.00",1.1945,3473,1417,1335,"35535","","3520005","3520",5.9,2.8,5,5.9,9.6,4.5,2.4,2.5,5.4,4,0.359,0.438,0.307,3470,600,42.4,44.4
"224","5350188.00","CT","0188.00",0.552,2031,831,786,"35535","","3520005","3520",7.8,5.2,4,6.8,12.8,5.3,4,3,6.4,3.6,0.349,0.444,0.297,2030,445,43.8,45.2
"225","5350189.00","CT","0189.00",1.2261,5655,2340,2265,"35535","","3520005","3520",14.7,20.4,18,13.4,13.8,9.2,10.4,9.5,10.4,4,0.372,0.526,0.319,5655,1285,44.9,45.2
"226","5350190.01","CT","0190.01",0.3985,8588,3468,3257,"35535","","3520005","3520",18.4,22.5,24,16.4,21.8,11,9.9,9.2,12.3,6.2,0.282,0.473,0.254,8585,1005,37.2,36.4
"227","5350190.02","CT","0190.02",0.5813,4612,2095,1968,"35535","","3520005","3520",18,22,25,15.9,22.4,9.5,10.4,13,10.1,4.8,0.342,0.523,0.298,4615,650,40.4,41.2
"228","5350191.00","CT","0191.00",0.823,4372,1891,1774,"35535","","3520005","3520",9.5,8.8,9,9.2,11.4,6.6,5.2,4,7.7,4,0.329,0.44,0.287,4370,700,41.7,42
"229","5350192.00","CT","0192.00",0.9181,843,467,414,"35535","","3520005","3520",18.8,19,30,10.8,38.5,8.8,9,20,8.8,8,0.362,0.518,0.318,845,210,47.4,50.4
"230","5350193.00","CT","0193.00",1.3846,3264,1080,1037,"35535","","3520005","3520",9.5,14.2,18,8.6,6.4,5.9,7,9,6.2,2.8,0.406,0.526,0.346,3260,495,39.1,39.6
"231","5350194.01","CT","0194.01",0.2711,7821,2168,2040,"35535","","3520005","3520",29.5,35.2,39.2,26.3,26,13.6,13.3,14.8,14,11.2,0.244,0.578,0.222,7825,425,30,28.2
"232","5350194.02","CT","0194.02",0.3063,4717,1616,1493,"35535","","3520005","3520",22.9,31.4,33.5,19.8,18.8,11.9,13.5,16,11.9,8.4,0.302,0.565,0.27,4720,800,38.1,34.8
"233","5350194.03","CT","0194.03",0.2502,2700,1191,1148,"35535","","3520005","3520",24.9,24.8,26,16.6,48.8,11,12.4,15,10.8,10,0.278,0.517,0.249,2705,550,41.6,40.4
"234","5350194.04","CT","0194.04",2.2646,5399,2516,2383,"35535","","3520005","3520",17.2,23.8,22.8,14.1,21.6,9.1,10.8,9.6,9.1,6.4,0.341,0.5,0.299,5400,750,39,38
"235","5350195.01","CT","0195.01",0.9373,4425,1747,1576,"35535","","3520005","3520",6.3,5.2,5,6.3,8.4,4.1,3,3,4.7,3.6,0.458,0.5,0.381,4425,630,40.5,42.8
"236","5350195.02","CT","0195.02",0.3781,2384,977,940,"35535","","3520005","3520",5,5.2,NA,5.2,4,4,4,NA,4.4,1.6,0.424,0.462,0.355,2385,360,40.4,43.2
"237","5350196.01","CT","0196.01",0.3774,1942,815,772,"35535","","3520005","3520",5.3,6,NA,5.4,4.5,3.9,4.5,NA,4.8,1,0.484,0.522,0.411,1945,415,43.6,46.4
"238","5350196.02","CT","0196.02",1.1055,5577,2369,2232,"35535","","3520005","3520",5.1,3.2,3.6,5.6,5.8,3.5,2.4,3,4.2,2.2,0.486,0.519,0.418,5580,1075,43.1,46
"239","5350200.01","CT","0200.01",0.5578,5594,3140,3002,"35535","","3520005","3520",16.2,21.6,19.5,14.8,16.8,9,10.4,9.5,10,5.6,0.384,0.542,0.332,5590,1250,45.9,46.4
"240","5350200.02","CT","0200.02",0.1472,1049,671,639,"35535","","3520005","3520",18.8,24,20,17.6,22,12,16,10,12.8,7,0.402,0.551,0.346,1050,180,44.1,42.4
"241","5350201.00","CT","0201.00",0.7606,5528,2932,2734,"35535","","3520005","3520",15.5,12.6,11,11.8,34.4,9.1,6.8,6.8,9.8,7.8,0.39,0.494,0.34,5535,945,42.4,40
"242","5350202.00","CT","0202.00",0.3359,1640,668,644,"35535","","3520005","3520",6.5,3.6,NA,6.8,9,4.2,NA,NA,5.6,3,0.353,0.432,0.3,1640,250,40.8,42.4
"243","5350203.00","CT","0203.00",0.5966,3425,1609,1518,"35535","","3520005","3520",8.3,6.4,5,7.8,13.6,5.9,4.4,3,6.6,4.4,0.351,0.445,0.304,3425,495,41,40.8
"244","5350204.00","CT","0204.00",0.7465,4596,2310,2173,"35535","","3520005","3520",12.2,7.4,9,10.4,23.2,8.3,4.4,4,9.8,7.2,0.382,0.488,0.328,4595,830,42.3,42.8
"245","5350205.00","CT","0205.00",0.7448,144,1,0,"35535","","3520005","3520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,130,75,77.5
"246","5350206.01","CT","0206.01",1.1402,5106,2626,2483,"35535","","3520005","3520",10.7,8.8,8.5,9.5,17.6,6.6,4.4,6,7.3,6,0.371,0.47,0.322,5105,820,41.9,40.4
"247","5350206.02","CT","0206.02",1.0895,6294,3059,2810,"35535","","3520005","3520",11.6,11.8,12.4,10.6,16.4,8,6,5.6,9,5.4,0.386,0.496,0.329,6290,850,40.3,39.6
"248","5350207.00","CT","0207.00",0.675,2597,1295,1142,"35535","","3520005","3520",12.1,10,7,11.4,18,10.3,4.5,5,11.9,7.6,0.315,0.438,0.279,2595,340,39.9,37.2
"249","5350208.00","CT","0208.00",1.2974,4165,2083,1960,"35535","","3520005","3520",22.2,20.4,18,17.4,45.2,12.6,9.6,9.5,13.6,11.6,0.346,0.534,0.304,4165,640,40.7,39.6
"250","5350209.00","CT","0209.00",0.681,2862,1451,1351,"35535","","3520005","3520",18.4,12,10,11.6,42.8,9.6,5.2,4,9.1,14.2,0.377,0.521,0.327,2860,615,44.2,43.2
"251","5350210.01","CT","0210.01",2.9534,3703,1044,987,"35535","","3520005","3520",5.3,5.6,4,4.8,7.6,3.7,2.8,NA,4,2.8,0.325,0.399,0.276,3700,350,38.5,37.2
"252","5350210.03","CT","0210.03",0.4539,6959,4432,4159,"35535","","3520005","3520",11.9,18,17.5,11.2,15.6,8.9,11.2,11.6,8.7,7.6,0.34,0.404,0.301,6960,295,35.7,34
"253","5350210.04","CT","0210.04",0.4751,10080,6673,6166,"35535","","3520005","3520",13.1,18,17,13.9,8.6,8.9,9.6,9,10,4.6,0.438,0.513,0.383,10080,2020,44.9,40.4
"254","5350211.00","CT","0211.00",3.2763,6884,2752,2631,"35535","","3520005","3520",6.6,6.4,5.2,5.6,9.8,4.4,2.8,2,5,3.7,0.305,0.41,0.265,6885,1325,43.2,43.2
"255","5350212.00","CT","0212.00",1.6941,5712,2282,2157,"35535","","3520005","3520",5.9,4.2,4.8,5.8,8.4,4.1,2.8,2.8,4.7,3,0.319,0.405,0.274,5710,955,41.8,42
"256","5350213.01","CT","0213.01",0.9423,2658,1026,985,"35535","","3520005","3520",5.6,5.2,5,5.3,6.8,4.4,3.2,NA,5.7,1.6,0.372,0.453,0.315,2655,545,44.1,45.6
"257","5350213.02","CT","0213.02",7.001,6301,3516,3312,"35535","","3520005","3520",9.7,9.2,8,8.5,16.8,6.8,6,3.6,7,6,0.31,0.393,0.273,6300,870,40.7,37.2
"258","5350214.00","CT","0214.00",2.8231,6728,3333,3186,"35535","","3520005","3520",7.3,6.6,6.8,7,10.2,5.2,4.2,4.5,5.6,4,0.328,0.408,0.286,6730,880,40,38
"259","5350215.00","CT","0215.00",2.5734,7151,3019,2887,"35535","","3520005","3520",7.6,6.4,5.2,6.3,13.6,4.6,2.8,2.4,5,4.8,0.339,0.428,0.29,7155,1320,43.2,43.6
"260","5350216.00","CT","0216.00",1.9782,5489,2224,2136,"35535","","3520005","3520",4.9,4.8,2.5,5.1,4.4,3.5,3.4,NA,4.1,1.8,0.404,0.459,0.339,5485,1140,43.4,45.6
"261","5350217.00","CT","0217.00",1.223,5900,3017,2832,"35535","","3520005","3520",17.7,19,20.4,16.6,21.4,10.4,10.2,15.2,11.4,5.6,0.337,0.488,0.294,5900,820,40.8,40.4
"262","5350218.00","CT","0218.00",0.6764,2674,1055,1016,"35535","","3520005","3520",3.8,3.2,4,3.8,4.4,2.9,2,NA,3.4,2.8,0.435,0.474,0.366,2675,535,42.7,45.2
"263","5350219.00","CT","0219.00",1.3542,4531,1696,1644,"35535","","3520005","3520",5.3,4.2,5,5.4,6.2,3.9,4.2,6,4.4,2,0.395,0.457,0.33,4530,895,43,44.8
"264","5350220.00","CT","0220.00",1.2991,4196,1597,1546,"35535","","3520005","3520",7.1,7.8,8,5.7,10.8,3.9,3.8,5,4.4,2.4,0.351,0.441,0.3,4195,1005,46.2,48
